animation_name,length_sec,track_count,correct_hip,correct_xz,animation_type,weapon_attached,wired_connections,storage_domain,verified_for_use,skeleton,pack_or_folder,source_path,in_wiring_table,asset_exists,load_ok,notes,asset_cache_key,controller_status,optimization_priority,default_loop_policy,preload_tier,recommended_action
standing-block-idle,2.7667,20,pipeline_locked_if_played,pipeline_locked_if_played,defense,global,global:{blockGuard},local:public/anim,wired_and_loads,mixamo,block,animations/block/standing-block-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/block/standing-block-idle,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-block-react-large,1.3333,20,pipeline_locked_if_played,pipeline_locked_if_played,defense,global,global:{blockReact},local:public/anim,wired_and_loads,mixamo,block,animations/block/standing-block-react-large,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/block/standing-block-react-large,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
fall-a-land-to-standing-idle-01,0.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,universal,universal:{land},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/fall-a-land-to-standing-idle-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/fall-a-land-to-standing-idle-01,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
fall-a-loop,1.0667,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,universal,universal:{jumpAir},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/fall-a-loop,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/fall-a-loop,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
shooting-arrow,5.0000,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,bow,bow:{attack1},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/shooting-arrow,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/shooting-arrow,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-aim-overdraw,3.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow,bow:{aim},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-aim-overdraw,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-aim-overdraw,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-aim-recoil,0.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow,bow:{release},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-aim-recoil,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-aim-recoil,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-aim-walk-back,1.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow,bow:{walkB},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-aim-walk-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-aim-walk-back,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-aim-walk-forward,1.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow,bow:{walkF},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-aim-walk-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-aim-walk-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-aim-walk-left,1.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow,bow:{walkL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-aim-walk-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-aim-walk-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-aim-walk-right,1.3000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow,bow:{walkR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-aim-walk-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-aim-walk-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-block,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,defense,knife,knife:{blockStart+blockIdle},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-block,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-block,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-death-forward-01,3.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,bow|knife|unarmed,unarmed:{death} | knife:{death} | bow:{death},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-death-forward-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-death-forward-01,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-disarm-bow,1.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,bow,bow:{disarm},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-disarm-bow,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-disarm-bow,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-dive-forward,1.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{dash},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-dive-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-dive-forward,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-dodge-backward,1.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{dodgeB},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-dodge-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-dodge-backward,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-dodge-forward,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{dodgeF},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-dodge-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-dodge-forward,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-dodge-left,0.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{dodgeL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-dodge-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-dodge-left,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-dodge-right,0.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{dodgeR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-dodge-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-dodge-right,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-draw-arrow,1.0333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,bow,bow:{drawArrow},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-draw-arrow,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-draw-arrow,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-equip-bow,0.9000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,bow,bow:{equip},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-equip-bow,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-equip-bow,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-idle-01,5.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow|unarmed,bow:{idle+idles} | unarmed:{idles},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-idle-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-idle-01,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-melee-punch,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{attack1},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-melee-punch,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-melee-punch,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-react-small-from-front,1.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,bow|knife|pistol|unarmed,unarmed:{hit} | knife:{hit} | pistol:{hit} | bow:{hit},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-react-small-from-front,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-react-small-from-front,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-back,0.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runB},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-run-back,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-forward,0.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runF},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-run-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-left,0.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-run-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-right,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-run-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-turn-90-left,1.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,bow|unarmed,unarmed:{turnL} | bow:{turnL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-turn-90-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-turn-90-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-turn-90-right,1.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,bow|unarmed,unarmed:{turnR} | bow:{turnR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-turn-90-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-turn-90-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-back,1.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkB},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-walk-back,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-forward,1.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkF},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-walk-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-left,1.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-walk-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-right,1.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/standing-walk-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
unarmed-idle-01,5.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow|unarmed|universal,universal:{idle} | unarmed:{idles} | bow:{idles},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/unarmed-idle-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/bow/unarmed-idle-01,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
climbing-down-wall,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,climb,traversal:{back},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/climbing-down-wall,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/climb/climbing-down-wall,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
climbing-to-top,4.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{mantle},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/climbing-to-top,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/climb/climbing-to-top,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
climbing-up-wall,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,climb,traversal:{forward},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/climbing-up-wall,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/climb/climbing-up-wall,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
freehang-climb,3.8667,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,climb,traversal:{idle},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/freehang-climb,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/climb/freehang-climb,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
aerial-evade,3.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{airDodge},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/aerial-evade,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/aerial-evade,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
aim-idle,3.7667,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,pistol,pistol:{aim},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/aim-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/aim-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
backwards-jump,0.9333,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{backJump},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/backwards-jump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/backwards-jump,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
baseball-hit,2.9000,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{stumble},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/baseball-hit,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/baseball-hit,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
butterfly-twirl,3.0667,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,universal,universal:{butterflyTwirl},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/butterfly-twirl,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/butterfly-twirl,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
corkscrew-evade,2.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{corkscrewEvade},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/corkscrew-evade,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/corkscrew-evade,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
corkscrew-kip-up,2.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,pistol,pistol:{kipUp},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/corkscrew-kip-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/corkscrew-kip-up,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
crouch-to-sprint,0.5000,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,greataxe|greatsword|mace2h,greatsword:{dash} | greataxe:{dash} | mace2h:{dash},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/crouch-to-sprint,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/crouch-to-sprint,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
evading-a-threat,3.7000,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,global,global:{evadeThreat},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/evading-a-threat,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/evading-a-threat,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
front-flip,1.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,universal,universal:{frontFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/front-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/front-flip,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
front-twist-flip,2.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,universal,universal:{twistFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/front-twist-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/front-twist-flip,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
grenade-throw,2.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,utility,global,global:{throw},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/grenade-throw,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/grenade-throw,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
hurricane-kick,1.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{hurricaneKick},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/hurricane-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/hurricane-kick,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
illegal-headbutt,2.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,global,global:{headbutt},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/illegal-headbutt,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/illegal-headbutt,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
intoout,1.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,defense,bow,bow:{blockStart+blockIdle},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/intoout,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/intoout,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
jump-away,2.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,greataxe|greatsword|mace2h,greatsword:{dodgeB} | greataxe:{dodgeB} | mace2h:{dodgeB},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/jump-away,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/jump-away,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
jump-up,2.3000,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,greatsword|mace2h|spear,greatsword:{jumpAir} | spear:{jumpAir} | mace2h:{jumpAir},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/jump-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/jump-up,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
jumping-down,3.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{jumpDown},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/jumping-down,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/jumping-down,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
left-side-step,0.8333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,global,global:{sideStepL},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/left-side-step,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/left-side-step,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
long-backward-jump,1.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{longBackJump},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/long-backward-jump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/long-backward-jump,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
quick-roll-to-run,1.4000,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,unarmed,unarmed:{dash},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/quick-roll-to-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/quick-roll-to-run,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
right-pivot,1.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,other,global,global:{pivotR},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/right-pivot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/right-pivot,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
run-jump-attack,3.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greataxe|knife,knife:{jumpAttack} | greataxe:{skill},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/run-jump-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/run-jump-attack,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
running-forward-flip,1.1000,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,global,global:{runningFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/running-forward-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/running-forward-flip,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
running-slide,1.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,global,global:{slide},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/running-slide,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/running-slide,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
spinning,1.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{spinEvade},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/spinning,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/spinning,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
stomp,1.8667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,global,global:{stomp},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/stomp,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/stomp,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
stylish-flip,2.1333,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{stylishFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/stylish-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/stylish-flip,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
utility-kick,3.4000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,universal,universal:{utilityKick},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/utility-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/extra/utility-kick,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
dig-and-plant-seeds,5.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{harvest},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/dig-and-plant-seeds,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/farming/dig-and-plant-seeds,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
pick-fruit,8.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{pick},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/pick-fruit,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/farming/pick-fruit,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
plant-tree,9.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{plantTree},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/plant-tree,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/farming/plant-tree,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
